id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
18811,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4600,2.73E+04,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,535,5924.33,expensive,33.8
28001,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2853,2.54E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1294,NaN,None,355.99
59267,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,33405,2.29E+05,6.85,0.11,Hetero Unit III Hyderabad IN,Yes,3751,10867.28,expensive,283.06
2477,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,425,3.83E+04,90,0.9,Inverness Japan,Yes,130,1859.79,reasonable,74.97
67011,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,47136,2.18E+05,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,5151,29257.65,expensive,223.87
18633,Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,50,1.60E+03,32,1.6,"Trinity Biotech, Plc",Yes,17,1117.79,reasonable,3.45
28778,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,40000,2.40E+05,6,0.1,"Cipla, Patalganga, India",Yes,3533,20188.13,expensive,296.88
66030,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,19060,6.00E+04,3.15,0.01,"Aurobindo Unit III, India",Yes,7353,4876.34,reasonable,129.44
36350,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3796,1.37E+05,36,0.3,"Aurobindo Unit III, India",Yes,1028,12609.89,expensive,294.63
3386,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1000,7.20E+04,71.99,0.72,Inverness Japan,Yes,296,2648.82,reasonable,115.18
2686,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1000,5.05E+03,5.05,0.02,"Aurobindo Unit III, India",Yes,3822,25124.12,expensive,NaN
38253,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,8388,5.45E+04,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,544,9141.18,expensive,89.96
28039,Guyana,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,21,1.28E+03,60.82,0.2,ABBVIE (Abbott) Logis. UK,Yes,52,1097.08,reasonable,1.79
9351,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,2.00E+05,20,0.8,"Standard Diagnostics, Korea",Yes,3345,29470,expensive,320
44577,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1024,3.16E+04,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,1014,NaN,None,44.25
47050,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,7587,5.90E+05,77.7,0.78,Inverness Japan,Yes,1306,26532.85,expensive,972.69
6625,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,"GILEAD SCIENCES IRELAND, INC.","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,1900,3.23E+04,17,0.57,Gilead(Nycomed) Oranienburg DE,Yes,116,14571.5,expensive,NaN
40798,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,20000,1.86E+05,9.28,0.04,GSK Mississauga (Canada),Yes,7293,6560.34,expensive,306.24
71773,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100,100,8.00E+02,8,0.08,"Alere Medical Co., Ltd.",Yes,74,1649.91,reasonable,0.99
73115,Mozambique,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,616,4.22E+03,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,87,1053.88,reasonable,5.22
34319,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3176,2.83E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1288,16002.97,expensive,290.58
68553,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,42660,1.51E+05,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,3442,10533.01,expensive,187.33
31551,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6000,1.63E+04,2.72,0.05,"Cipla, Goa, India",Yes,638,654.72,reasonable,26.93
35444,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1764,1.05E+04,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,209,2177.56,reasonable,12.96
14278,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,56000,1.33E+05,2.38,0.04,"Aurobindo Unit III, India",Yes,2996,10612.93,expensive,287.35
3479,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,3510,8.07E+04,23,23,"KHB Test Kit Facility, Shanghai China",Yes,2535,20083.74,expensive,158.23
69767,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,40400,2.49E+05,6.15,0.1,"Cipla, Goa, India",Yes,3919,12704,expensive,486.98
81421,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,58423,4.11E+05,7.03,0.23,"Cipla, Goa, India",Yes,4007,6639.33,expensive,885.5
32743,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,1.22E+05,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,499,1467.82,reasonable,125.05
32358,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,29402,2.19E+05,7.43,0.12,"Aurobindo Unit III, India",Yes,1577,1697.9,reasonable,470.99
719,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,9.75E+03,0.39,0.03,Ipca Dadra/Nagar Haveli IN,Yes,1708,12830.91,expensive,19.11
16255,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7999,7.12E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1378,14842.19,expensive,998.1
17815,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,7412,5.76E+05,77.7,0.78,Inverness Japan,Yes,2097,15891.96,expensive,950.26
60112,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18216,4.10E+04,2.25,0.04,"Aurobindo Unit III, India",Yes,1863,6757.18,expensive,42.13
82005,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,130828,3.17E+05,2.42,0.04,"Aurobindo Unit III, India",Yes,6525,10984.82,expensive,682.6
35300,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,21000,3.05E+04,1.45,0.02,Hetero Unit III Hyderabad IN,Yes,1516,11915.51,expensive,50.24
49540,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,625,7.81E+02,1.25,0.04,"Aurobindo Unit III, India",Yes,34,1191.93,reasonable,0.97
4283,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,180,1.85E+03,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,31,910.86,reasonable,2.96
42912,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,2500,1.05E+05,42,0.06,"Novartis Pharma Suffern, USA",Yes,1725,11954.71,expensive,147.21
32963,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5900,3.51E+04,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,701,7008.1,expensive,43.35
65331,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,240,4.80E+03,20,0.67,"Aurobindo Unit III, India",Yes,19,971.7,reasonable,5.94
77152,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,31579,1.36E+05,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,2585,11617.57,expensive,292.76
72639,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,2068,5.58E+04,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,685,5557.27,expensive,120.38
28471,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2835,2.52E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1352,31284.02,expensive,353.75
4303,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,3150,1.01E+05,32,1.6,"Trinity Biotech, Plc",Yes,1080,15987.05,expensive,161.28
16848,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5900,4.72E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,2393,33029.82,expensive,485.22
32959,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"#109435**HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,N/A,Test kit - Ancillary,3,10,2.50E+02,25,8.33,"Orasure Technologies, Inc USA",Yes,6,418.94,reasonable,0.49
28265,Burundi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1560,1.25E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,676,14189.02,expensive,154.38
60109,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,3794,1.17E+05,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,3287,26515.21,expensive,120.21
4929,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,300,6.00E+03,20,0.8,"Standard Diagnostics, Korea",Yes,94,1205.43,reasonable,11.76
70733,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,22430,4.13E+04,1.84,0.03,"Micro labs, Verna, Goa, India",Yes,939,2040.93,reasonable,57.86
2305,Nigeria,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,25000,1.26E+06,50.4,1.68,"MSD, Haarlem, NL",Yes,2067,7933.38,expensive,2469.6
23076,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,450,1.44E+04,32,1.6,"Trinity Biotech, Plc",Yes,165,2329.14,reasonable,17.81
69683,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,2.00E+05,20,0.8,"Standard Diagnostics, Korea",Yes,3334,23623.43,expensive,330
28888,Mali,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb II BiSpot EIA Kit, 36 Tests","HIV 1/2, ImmunoComb II BiSpot EIA Kit",ImmunoComb,N/A,Test kit,36,58,4.93E+03,85,2.36,"Alere Medical Co., Ltd.",Yes,23,1148.65,reasonable,5.07
15999,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,36426,2.96E+05,8.13,0.14,"Aurobindo Unit III, India",Yes,4609,17581.92,expensive,366.33
13581,Swaziland,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,377,3.02E+04,80,0.8,Inverness Japan,Yes,172,4504.46,reasonable,49.76
14180,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,9500,3.04E+05,32,1.6,"Trinity Biotech, Plc",Yes,2783,20621.1,expensive,312.51
23365,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,558,8.18E+03,14.65,0.49,"Aurobindo Unit III, India",Yes,1297,23760.45,expensive,16.02
937,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5700,1.82E+05,32,1.6,"Trinity Biotech, Plc",Yes,1906,23914.8,expensive,357.5
962,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,7.29E+04,6.9,0.12,"Cipla, Goa, India",Yes,924,4225.93,reasonable,142.81
71323,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7238,6.44E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1246,13336.64,expensive,1062.9
64615,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,579,3.97E+03,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,103,1393.29,reasonable,4.08
42980,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,924,2.26E+04,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,656,6488.44,expensive,31.74
28181,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,356876,8.67E+05,2.43,0.04,"Strides, Bangalore, India.",Yes,16391,20258.29,expensive,1430.89
14811,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,4068,9.97E+04,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2712,37680.04,expensive,102.46
2685,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60784,1.02E+06,16.75,0.56,"Aurobindo Unit III, India",Yes,11179,49824.57,expensive,NaN
40779,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,8898,7.12E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,3611,24079.79,expensive,731.77
53226,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,2.00E+05,20,0.8,"Standard Diagnostics, Korea",Yes,3334,23489.63,expensive,330
17861,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19920,1.14E+05,5.74,0.1,"Cipla, Goa, India",Yes,1936,5314.56,expensive,246.52
66371,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,37012,3.01E+05,8.13,0.14,"Aurobindo Unit III, India",Yes,4699,17907.7,expensive,372.22
10477,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,150,1.08E+04,72,0.72,Inverness Japan,Yes,47,2681.23,reasonable,21.17
3839,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,180,1.26E+04,70,0.7,Inverness Japan,Yes,43,2760.11,reasonable,24.7
914,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ANTM,Malaria,IDA FOUNDATION,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,2.73E+03,19.51,0.2,Gland Pharma Ltd Pally Factory,Yes,5209,25405.22,expensive,5.35
50314,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,82500,5.66E+05,6.86,0.23,"Cipla, Goa, India",Yes,5624,7378.63,expensive,933.82
