Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:15,1 stop,No info,16108,12.167
IndiGo,6/3/2019,Delhi,Cochin,DEL → BOM → COK,6:40,NaN,1 stop,No info,14871,6.667
Air Asia,9/4/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 10 Apr,non-stop,No info,4483,2.833
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/13/2025 23:35,1 stop,In-flight meal not included,8066,27.167
SpiceJet,9/6/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,1 stop,NaN,9946,7.25
IndiGo,21/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:50,1 stop,No info,6027,5.667
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,6/10/2025 12:35,1 stop,In-flight meal not included,10262,13.75
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,6/10/2025 18:15,1 stop,In-flight meal not included,10844,21.083
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,1 stop,In-flight meal not included,8586,7.083
IndiGo,27/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,non-stop,No info,6015,3.25
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,non-stop,No info,4990,2.833
NaN,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/13/2025 16:20,1 stop,In-flight meal not included,10844,19.167
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,6/7/2025 1:30,1 stop,No info,13377,NaN
Air India,9/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,6/10/2025 19:15,2 stops,No info,12257,24.5
IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,No info,4804,2.583
Vistara,9/3/2019,Banglore,New Delhi,BLR → AMD → DEL,6:40,21:55,1 stop,No info,10008,15.25
IndiGo,1/5/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,non-stop,No info,3597,2.333
IndiGo,NaN,Banglore,Delhi,BLR → DEL,22:10,5/7/2025 1:00,non-stop,No info,3419,2.833
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,1 stop,No info,16289,11.917
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/19/2025 12:00,1 stop,In-flight meal not included,10844,19.5
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,1 stop,No info,9526,8.917
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 02 Apr,1 stop,In-flight meal not included,NaN,12.167
Air India,6/5/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,non-stop,No info,6121,2.75
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,3/22/2025 18:50,2 stops,No info,12347,24.417
Vistara,18/04/2019,Banglore,Delhi,BLR → DEL,NaN,23:50,non-stop,NaN,5613,2.833
Jet Airways,3/3/2019,Delhi,Cochin,DEL → BOM → COK,23:05,3/4/2025 18:50,1 stop,No info,18253,19.75
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,14848,9.25
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,In-flight meal not included,4995,1.5
IndiGo,6/6/2019,Banglore,Delhi,BLR → DEL,23:30,6/7/2025 2:20,non-stop,No info,4591,2.833
IndiGo,18/03/2019,Kolkata,NaN,CCU → BLR,20:25,23:05,non-stop,No info,4462,2.667
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,5/22/2025 19:00,1 stop,In-flight meal not included,12898,20.167
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,9:00,18:50,1 stop,No info,12032,9.833
Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,5/10/2025 4:25,2 stops,In-flight meal not included,13029,18.75
SpiceJet,3/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No check-in baggage included,3543,2.333
Air India,3/3/2019,Banglore,New Delhi,BLR → DEL,6:10,8:55,non-stop,No info,8851,2.75
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,6/7/2025 4:25,1 stop,No info,14714,5.583
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No check-in baggage included,3841,2.583
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,1 stop,No info,7531,7.583
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,6:00,13:20,1 stop,No info,7845,7.333
Jet Airways,NaN,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,1 stop,In-flight meal not included,9663,5.5
Jet Airways,6/5/2019,Mumbai,Hyderabad,BOM → HYD,NaN,4:20,non-stop,No info,5678,1.417
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,non-stop,No info,5780,2.75
SpiceJet,9/4/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,non-stop,No check-in baggage included,NaN,2.417
Air India,24/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,1 stop,No info,7174,5.333
Air India,18/05/2019,Kolkata,NaN,CCU → BOM → HBX → BLR,9:25,5/19/2025 17:20,2 stops,NaN,13616,31.917
Multiple carriers,27/05/2019,Delhi,Cochin,NaN,17:50,5/28/2025 1:30,2 stops,No info,NaN,7.667
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,5/16/2025 13:45,2 stops,No info,14482,28.333
Air India,6/5/2019,Kolkata,Banglore,CCU → IXR → BBI → BLR,5:50,13:15,2 stops,No info,7662,7.417
NaN,15/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,5/16/2025 19:15,2 stops,No info,11281,21.25
Air India,21/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,5/22/2025 11:05,1 stop,No info,6117,16.083
SpiceJet,6/4/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,non-stop,No info,4423,2.667
Air India,6/6/2019,NaN,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,NaN,No info,9416,9.833
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,6961,2.75
Jet Airways,1/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,6/2/2025 4:25,2 stops,No info,13376,21.667
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,7:45,10:40,non-stop,No info,4239,2.917
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,1 stop,No info,NaN,11
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5/19/2025 14:25,1 stop,No info,13067,21.417
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,non-stop,No info,6961,2.833
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 02 Apr,1 stop,In-flight meal not included,7064,28.667
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,6:40,21:00,1 stop,No info,8784,14.333
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,5/2/2025 4:40,1 stop,No info,13941,20.25
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:15,1 stop,No info,15058,12.167
Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,6/28/2025 7:10,1 stop,No info,6451,10.417
Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,No info,13014,13.5
GoAir,3/3/2019,Delhi,Cochin,DEL → BOM → COK,14:10,19:20,1 stop,NaN,22794,5.167
GoAir,27/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,1 stop,No info,6922,9
Jet Airways,12/4/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,No info,7229,2.917
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,1 stop,No info,13587,11
Air India,21/03/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,3/22/2025 19:15,2 stops,No info,11228,30.333
Air Asia,1/5/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,non-stop,No info,4282,2.833
NaN,18/03/2019,NaN,New Delhi,BLR → BOM → DEL,5:45,10:25,1 stop,No info,12284,4.667
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,6/10/2025 12:35,1 stop,In-flight meal not included,10262,27.583
Vistara,21/05/2019,Delhi,Cochin,NaN,6:00,9:10,non-stop,No info,6741,3.167
IndiGo,15/06/2019,Banglore,NaN,BLR → DEL,10:30,13:20,non-stop,No info,NaN,2.833
Air India,12/5/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,5/13/2025 21:05,1 stop,No info,7662,28.333
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,5/13/2025 8:15,1 stop,In-flight meal not included,8586,23.833
Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,20:40,3/28/2025 9:25,1 stop,No info,5117,12.75
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,6/25/2025 12:35,2 stops,No info,13376,22
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,1 stop,No info,5298,5.333
GoAir,9/4/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,non-stop,No info,4632,NaN
Jet Airways,1/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,6/2/2025 4:25,2 stops,No info,13014,8.917
IndiGo,1/3/2019,Banglore,New Delhi,BLR → DEL,21:20,3/2/2025 0:15,non-stop,No info,12649,2.917
IndiGo,NaN,Kolkata,Banglore,CCU → MAA → BLR,8:15,13:00,NaN,No info,NaN,4.75
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,NaN,2 stops,No info,11560,8.083
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,NaN,11:20,non-stop,NaN,4823,2.833
NaN,21/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,1 stop,No info,7031,9
SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No info,4423,2.833
Air India,12/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,6/13/2025 9:25,2 stops,No info,10975,23.667
SpiceJet,9/4/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Apr,non-stop,No info,3873,2.333
Air Asia,24/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,non-stop,No info,4107,2.5
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,3/16/2025 10:25,1 stop,In-flight meal not included,11087,17.5
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,1 stop,No info,10529,11.5
Vistara,15/03/2019,Banglore,New Delhi,BLR → DEL,7:00,9:40,non-stop,No info,6138,2.667
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,3/13/2025 15:15,1 stop,No info,13817,16.333
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,1 stop,In-flight meal not included,6093,15.333
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,7:10,8:35,non-stop,No info,5678,1.417
Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55 02 Apr,1 stop,No info,7893,15.417
Air India,1/5/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,non-stop,No info,6121,2.833
Jet Airways,9/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,In-flight meal not included,4544,3
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,2:15,NaN,1 stop,No info,14714,16.75
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,5/19/2025 8:15,1 stop,No info,14388,18.167
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,1 stop,No info,16108,11.25
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:00,1 stop,No info,12402,12
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,1 stop,In-flight meal not included,12384,11.5
Air India,24/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,NaN,6094,3
IndiGo,9/6/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,1 stop,No info,5276,3.667
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,non-stop,No info,4804,2.583
Air India,1/5/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,5/2/2025 19:15,2 stops,No info,11281,21.25
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,18:50,1 stop,In-flight meal not included,6068,10.833
Jet Airways,12/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,non-stop,No info,7229,3
IndiGo,12/6/2019,Delhi,Cochin,DEL → BOM → COK,9:15,6/13/2025 1:30,1 stop,No info,6628,16.25
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,3/7/2025 7:40,1 stop,In-flight meal not included,13502,17.583
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,16:00,3/10/2025 1:35,1 stop,In-flight meal not included,14086,9.583
GoAir,12/6/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,1 stop,No info,4959,9
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,2:15,12:35,1 stop,No info,16376,10.333
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,22:15,6/16/2025 0:50,non-stop,No info,4804,2.583
Jet Airways,12/3/2019,Banglore,New Delhi,NaN,22:55,3/13/2025 16:10,1 stop,No info,13817,17.25
Jet Airways,1/5/2019,Banglore,NaN,BLR → DEL,15:15,18:10,non-stop,No info,7229,2.917
SpiceJet,3/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3859,2.25
Air India,21/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,5/22/2025 5:25,2 stops,No info,13899,19.417
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,9:15,6/25/2025 1:30,NaN,No info,NaN,16.25
IndiGo,15/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,5/16/2025 4:35,1 stop,No info,10123,5.083
NaN,3/4/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No info,3873,2.583
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,23:25,1 stop,NaN,13339,16.917
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,19:45,6/7/2025 4:25,1 stop,NaN,14714,8.667
Jet Airways,NaN,Kolkata,Banglore,CCU → DEL → BLR,20:25,6/13/2025 18:00,1 stop,No info,12692,21.583
GoAir,15/06/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:55,1 stop,No info,5281,NaN
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,In-flight meal not included,10368,13.5
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,5/28/2025 1:30,1 stop,No info,13377,9.5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,5/28/2025 19:00,2 stops,No info,15129,19.917
Air India,6/6/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,6961,2.75
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/25/2025 19:50,1 stop,In-flight meal not included,10844,23.833
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,3/25/2025 16:20,1 stop,No info,13759,20.583
Air India,12/3/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,6:00,3/13/2025 19:25,2 stops,No info,12119,37.417
Air Asia,15/06/2019,Kolkata,Banglore,CCU → BLR,22:50,6/16/2025 1:20,non-stop,No info,3807,2.5
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,22:10,5/19/2025 1:00,non-stop,No info,3943,2.833
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/2/2025 8:15,1 stop,No info,13941,15.75
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/25/2025 10:05,1 stop,In-flight meal not included,8586,14.083
Air India,1/4/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,6245,2.5
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,18:00,1 stop,No info,13067,8.417
IndiGo,6/3/2019,Delhi,Cochin,DEL → BOM → COK,8:25,15:30,1 stop,No info,14871,7.083
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,6/25/2025 1:30,1 stop,No info,13377,11.5
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,19:45,5/10/2025 19:00,1 stop,In-flight meal not included,12373,23.25
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,1 stop,No info,NaN,5.75
SpiceJet,1/5/2019,Mumbai,NaN,BOM → HYD,NaN,5/2/2025 0:15,non-stop,NaN,1965,1.5
NaN,3/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,12:35,1 stop,No info,NaN,5.5
IndiGo,1/4/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,non-stop,No info,4174,2.583
GoAir,3/4/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:55,1 stop,No info,4725,5.917
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,2:15,13:20,1 stop,No info,17057,11.083
Air India,3/3/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,1 stop,No info,11444,11.667
Jet Airways,12/6/2019,Delhi,Cochin,DEL → COK,11:00,14:15,non-stop,In-flight meal not included,7202,3.25
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,In-flight meal not included,4030,3.083
Air India,6/3/2019,Mumbai,Hyderabad,BOM → BLR → HYD,9:15,3/7/2025 9:15,1 stop,No info,9535,24
Jet Airways,NaN,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/2/2025 10:05,1 stop,In-flight meal not included,8586,17.583
Jet Airways,18/05/2019,NaN,Banglore,CCU → BOM → BLR,5:45,5/19/2025 4:40,1 stop,In-flight meal not included,8586,22.917
SpiceJet,18/05/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,non-stop,No info,3625,2.667
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,6:00,21:00,1 stop,No info,8055,15
Air India,21/03/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,non-stop,No info,3100,1.333
IndiGo,9/6/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,1 stop,No info,5699,4.667
NaN,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,5/28/2025 4:25,2 stops,No info,15129,8.917
Vistara,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5/10/2025 9:05,1 stop,No info,9187,16.083
Air India,24/06/2019,Delhi,NaN,DEL → JAI → BOM → COK,18:45,6/25/2025 19:15,2 stops,No info,11732,24.5
SpiceJet,1/4/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Apr,non-stop,No check-in baggage included,3841,2.333
Multiple carriers,6/5/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,1 stop,No info,9794,8.667
IndiGo,18/05/2019,Kolkata,Banglore,CCU → PAT → BLR,9:20,14:15,1 stop,NaN,12198,4.917
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,6/7/2025 10:05,1 stop,No info,14571,12.917
IndiGo,3/3/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,non-stop,No info,5755,NaN
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,22:05,1 stop,No info,14151,12.5
Vistara,NaN,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,5613,2.583
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,NaN,5/7/2025 10:55,1 stop,No info,13067,17.917
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,3/22/2025 18:50,1 stop,No info,12557,24.583
Jet Airways,3/6/2019,Delhi,Cochin,NaN,20:55,6/4/2025 4:25,1 stop,No info,14714,7.5
Jet Airways,3/5/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,non-stop,In-flight meal not included,NaN,2.917
Air India,1/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,6/2/2025 19:15,2 stops,No info,10441,21.25
Air Asia,1/4/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 02 Apr,non-stop,No info,4107,2.5
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4990,3
Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,3/22/2025 18:50,2 stops,No info,12341,37.333
Air India,3/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,3/4/2025 19:15,2 stops,No info,12856,23.5
Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,1 stop,No info,7893,13.25
Vistara,15/03/2019,Delhi,Cochin,DEL → COK,14:55,17:50,non-stop,No info,6688,2.917
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,9:00,18:50,1 stop,In-flight meal not included,5963,9.833
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,22:10,5/25/2025 1:00,non-stop,No info,3419,2.833
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,In-flight meal not included,2228,1.5
Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,non-stop,No info,2575,1.25
Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,6/25/2025 19:00,2 stops,NaN,13292,21.583
IndiGo,9/5/2019,Banglore,Delhi,BLR → DEL,8:30,11:20,non-stop,No info,4823,2.833
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,1 stop,In-flight meal not included,9899,6.667
Air India,6/5/2019,Kolkata,Banglore,NaN,9:50,23:15,2 stops,No info,14120,13.417
Air India,6/3/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,1 stop,No info,15284,10.25
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,3:50,19:00,NaN,No info,12192,15.167
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,7:00,3/25/2025 1:20,2 stops,No info,13428,18.333
SpiceJet,3/6/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,non-stop,No check-in baggage included,3543,2.25
Jet Airways,1/4/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 02 Apr,1 stop,In-flight meal not included,5406,26.583
Air India,1/6/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,6/2/2025 7:40,3 stops,No info,12383,26.417
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,8372,6.25
IndiGo,3/3/2019,NaN,New Delhi,BLR → DEL,21:20,3/4/2025 0:15,non-stop,No info,6144,2.917
NaN,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,5/25/2025 8:15,1 stop,In-flight meal not included,8586,13.333
Air Asia,9/5/2019,Banglore,Delhi,BLR → DEL,4:55,NaN,non-stop,No info,4282,2.833
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,1 stop,No info,NaN,7.5
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,non-stop,No info,3175,1.5
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,3/7/2025 4:25,1 stop,No info,15764,15.417
IndiGo,6/3/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:45,non-stop,No info,4784,1.417
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,15:30,1 stop,No info,17057,7.5
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,6/16/2025 4:25,2 stops,No info,13014,22.917
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,NaN,NaN,1 stop,NaN,NaN,20.167
Jet Airways,21/05/2019,Delhi,NaN,DEL → COK,9:50,13:05,non-stop,No info,9564,3.25
Air India,12/6/2019,Delhi,Cochin,DEL → BLR → COK,20:30,6/13/2025 8:15,1 stop,No info,8991,11.75
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,non-stop,No info,4804,2.5
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,3/28/2025 4:25,1 stop,No info,12242,9.167
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,22:10,3/22/2025 0:55,non-stop,No info,4148,2.75
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/19/2025 8:15,1 stop,In-flight meal not included,8586,15.75
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,10:00,6/4/2025 4:25,1 stop,In-flight meal not included,11627,18.417
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,1 stop,In-flight meal not included,7064,11.417
Vistara,3/3/2019,Banglore,New Delhi,BLR → AMD → DEL,6:40,3/7/2025 10:25,1 stop,No info,12476,27.75
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6/2/2025 4:25,1 stop,In-flight meal not included,10262,15.417
Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,No info,5678,1.5
Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,7:55,13:10,1 stop,No info,6151,5.25
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,5/22/2025 1:30,1 stop,No info,14067,7.25
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:00,16:15,1 stop,No info,11936,9.25
Air India,12/5/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,5/13/2025 11:05,1 stop,No info,6327,16.083
NaN,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,6/13/2025 10:05,1 stop,In-flight meal not included,8529,25.667
Air India,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,5/19/2025 19:15,2 stops,No info,10651,23.5
Vistara,1/6/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668,2.833
GoAir,24/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,1 stop,No info,5430,9
Jet Airways,1/6/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,NaN,7229,3
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,4:45,21:00,1 stop,No info,6314,16.25
